test_id,max_num_candidates,max depth,nl_utterance,target_formula,initial_user_waiting,initial_candidates_generation_time,candidates_generation_solving_time,num_initial_candidates,num_attempts_candidates_generation,num_questions_asked,average_question_waiting,average_disambiguation_duration,num_disambiguations,formula_is_found,result_formula,TOP1,TOP3,TOP5
task2.json341,3,4,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",3.213503,2.8440293169987854,0.304644946983899,3,4,2,0.2054265,0.3182145040045725,2,False,"before(at_7_4,at_3_4)",False,False,False
task2.json342,3,4,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",3.190073,2.818454659995041,0.2909203819872346,3,4,2,0.219013,0.32054712650278816,2,False,"before(at_7_4,at_3_4)",False,False,False
task2.json360,3,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",7.472912,7.082374131001416,0.8430448699946282,3,4,1,9.507401,4.890079509998031,2,False,"before(at_7_4,at_3_4)",False,False,False
task2.json361,3,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",7.667488,7.295958640999743,1.1151380249939393,3,4,2,0.7309075,0.8462968345047557,2,False,"before(at_7_4,at_3_4)",False,False,False
task2.json362,3,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",7.432892,7.061648006987525,0.919731916001183,3,4,2,0.5726034999999999,0.6859240684934775,2,False,"before(pick_one_x_circle_item_at_7_4,at_3_4)",False,False,False
task2.json540,5,4,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",3.76651,3.381232662999537,0.5037871249951422,5,6,3,0.5268143333333334,0.5825623913357655,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)",False,False,True
task2.json541,5,4,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",3.912202,3.5313605420087697,0.4909517350170063,4,7,3,0.7612550000000001,0.820165080668327,3,False,"before(pick_one_x_circle_item_at_7_4,at_3_4)",False,False,False
task2.json542,5,4,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",3.726724,3.355225341991172,0.4640061230020365,5,6,3,0.9280726666666667,0.9793650596645117,3,True,"before(pick_one_green_x_item_at_7_4,at_3_4)",False,False,True
task2.json560,5,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",8.518388,8.122899037000025,1.34373143700941,5,7,4,0.6873305000000001,0.7181498782447306,4,False,"before(pick_one_green_circle_item_at_7_4,at_3_4)",False,False,False
task2.json561,5,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",8.90725,8.530481134992442,1.7617580630176235,5,6,3,0.831919,0.8889691216609208,3,False,"before(pick_one_x_x_item_at_7_4,at_3_4)",False,False,False
task2.json562,5,6,"bring one green from [7,4] to [3,4]","before(pick_one_green_x_item_at_7_4,at_3_4)",8.782929,8.395024846002343,1.6267356269818265,5,6,4,0.7684777500000001,0.7973487615017802,4,False,"before(at_7_4,at_3_4)",False,False,False
task3.json340,3,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",6.906523,6.514743787003681,0.6884794990037335,3,4,2,0.2050205,0.33038036799553083,2,False,"before(at_7_4,at_5_4)",False,False,False
task3.json341,3,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",6.921369,6.554423409004812,0.7347708360030083,3,4,2,0.190127,0.3039676009939285,2,False,"before(pick_every_x_circle_item_at_7_4,at_5_4)",False,False,False
task3.json342,3,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",7.14878,6.772604095007409,0.8777905530150747,3,4,2,0.7705025,0.8760488100015209,2,False,"before(at_7_4,at_5_4)",False,False,False
task3.json360,3,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",20.011885,19.647597010000027,2.91171873199346,3,4,2,0.18887400000000001,0.301780151501589,2,False,"before(pick_three_x_circle_item_at_7_4,at_5_4)",False,False,False
task3.json361,3,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",19.590948,19.227401794996695,2.4943727829959244,3,4,2,0.18919450000000002,0.3005725619950681,2,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)",False,False,False
task3.json362,3,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",19.897832,19.518361907001236,2.741013043996645,3,4,2,0.1926705,0.3136703115014825,2,False,"before(at_7_4,at_5_4)",False,False,False
task3.json540,5,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",7.966907,7.580440013000043,1.2514496380026685,5,6,3,0.6691973333333333,0.7315859409961073,3,False,"before(at_7_4,at_5_4)",False,False,False
task3.json541,5,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",7.765441,7.378790839007706,1.1017386330204317,5,6,3,0.63691,0.6929765846628774,3,False,"before(pick_every_green_circle_item_at_7_4,at_5_4)",False,False,False
task3.json542,5,4,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",7.781885,7.4017572610027855,1.1826711520116078,5,6,3,0.5901256666666667,0.6418252266691221,3,False,"before(pick_three_green_circle_item_at_7_4,at_5_4)",False,False,False
task3.json560,5,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",22.797529,22.43301722999604,5.1212766979733715,5,6,4,0.5989595000000001,0.6197654822499317,4,False,"before(pick_every_x_circle_item_at_7_4,at_5_4)",False,False,False
task3.json561,5,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",23.135275,22.763633273993037,5.029225518985186,5,7,3,1.0497886666666667,1.09915304966853,3,False,"before(at_7_4,at_5_4)",False,False,False
task3.json562,5,6,"take all green from [7,4] to water","before(pick_every_green_x_item_at_7_4,neg(at_dry))",21.709539,21.319047105003847,3.9458130879793316,5,6,3,1.0550016666666668,1.1101587143348297,3,False,"before(at_7_4,at_5_4)",False,False,False
task4.json340,3,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),3.695749,3.3289623239979846,0.263127951984643,3,3,1,9.643675,4.947439310999471,2,False,eventually(pick_two_x_x_item_at_4_0),False,False,False
task4.json341,3,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),3.626428,3.2565867509983946,0.24380273498536553,3,3,2,0.17279999999999998,0.2861118174987496,2,True,eventually(pick_two_x_square_item_at_4_0),False,True,True
task4.json342,3,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),3.633374,3.26894947400433,0.261744212009944,3,3,2,0.1686315,0.28113495550496737,2,True,eventually(pick_two_x_square_item_at_4_0),False,True,True
task4.json360,3,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),9.221223,8.859450562988059,0.8734153410041472,3,3,1,0.032182,0.2911384629987879,1,False,"before(at_4_0,pick_two_x_square_item_at_4_0)",False,False,False
task4.json361,3,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),9.213777,8.848047438004869,0.9450785060034832,3,3,2,0.17884450000000002,0.2904275409964612,2,False,"before(at_4_0,pick_two_x_square_item_at_4_0)",False,False,False
task4.json362,3,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),9.057458,8.695155835011974,0.7057757210131967,3,3,1,9.169424,4.707898621003551,2,True,eventually(pick_two_x_square_item_at_4_0),False,True,True
task4.json540,5,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),4.565326,4.198451545002172,0.6216323849948822,5,6,2,4.994038,5.098949744999118,2,False,"before(at_4_0,pick_two_x_square_item_at_4_0)",False,False,False
task4.json541,5,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),4.417582,4.053469691003556,0.548238767994917,5,6,2,0.18288300000000002,0.2839264020003611,2,True,eventually(pick_two_x_square_item_at_4_0),False,True,True
task4.json542,5,4,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),4.159168,3.8009916950104525,0.47047315201780293,5,5,2,4.8254649999999994,3.2741103756658654,3,True,eventually(pick_two_x_square_item_at_4_0),False,False,True
task4.json560,5,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),10.450289,10.089878954997403,1.6064463249786058,5,6,2,0.19220399999999999,0.28952917249989696,2,False,"before(at_4_0,pick_two_x_square_item_at_4_0)",False,False,False
task4.json561,5,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),19.466158,9.680568048002897,1.3319025770033477,4,5,2,0.1875425,5.0011367485058145,2,False,"before(at_4_0,pick_two_x_square_item_at_4_0)",False,False,False
task4.json562,5,6,"pick two square items from [4,0]",eventually(pick_two_x_square_item_at_4_0),10.061347,9.695923279999988,1.4020608559658285,5,5,2,4.8324125,3.2857263480012384,3,True,eventually(pick_two_x_square_item_at_4_0),False,False,True
task5.json340,3,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",10.427802,10.078040089007118,0.8779599480039906,3,3,2,0.20228249999999998,0.30441992249689065,2,False,"before(at_4_0,pick_one_x_square_item_at_11_1)",False,False,False
task5.json341,3,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",10.56498,10.132680499009439,0.8619460739864735,3,3,2,0.20364249999999998,0.34763290350383613,2,False,"before(at_4_0,pick_one_x_x_item_at_11_1)",False,False,False
task5.json342,3,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",10.471514,10.050965757996892,0.7362981770129409,3,3,1,0.031355,0.34961701100110076,1,False,"before(at_4_0,pick_one_blue_square_item_at_11_1)",False,False,False
task5.json360,3,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",33.883342,30.900356063997606,3.7242581119935494,3,4,1,0.034702,2.9119383310026024,1,False,"before(at_4_0,pick_one_blue_square_item_at_11_1)",False,False,False
task5.json361,3,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",30.313993,29.902986426008283,2.878927338999347,3,3,2,1.6989495000000001,1.8326762060023611,2,False,"before(at_4_0,pick_every_x_square_item_at_11_1)",False,False,False
task5.json362,3,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",29.992814,29.580582109992974,2.848749003984267,3,3,2,1.5988200000000001,1.7304372699945816,2,False,"before(at_4_0,before(at_11_1,pick_one_blue_square_item_at_11_1))",False,False,False
task5.json540,5,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",11.673147,11.302011765990756,1.3100374680216191,5,5,2,0.18808550000000002,0.2965278679985204,2,False,"before(at_11_1,pick_one_blue_square_item_at_11_1)",False,False,False
task5.json541,5,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",11.657435,11.267081091995351,1.3149569060187787,5,5,2,0.2293895,0.3405760705063585,2,False,"before(at_4_0,pick_one_x_x_item_at_11_1)",False,False,False
task5.json542,5,4,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",11.669331,11.30556901700038,1.5135114799777512,5,5,2,0.2160235,0.3202359215065371,2,False,"before(at_4_0,pick_every_x_x_item_at_11_1)",False,False,False
task5.json560,5,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",30.690198,30.27988197999366,3.220352078016731,5,5,3,0.27093933333333337,0.335861473994252,3,False,"before(at_4_0,pick_every_x_x_item_at_11_1)",False,False,False
task5.json561,5,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",33.04766,32.70587418299692,5.290657869001734,5,5,2,0.225425,0.3137963765038876,2,False,"before(at_4_0,before(at_11_1,pick_every_blue_square_item_at_11_1))",False,False,False
task5.json562,5,6,"get one triangle from [4,0] and then one item from [11,1]","before(pick_one_x_triangle_item_at_4_0,pick_one_x_x_item_at_11_1)",33.142482,32.74107657300192,5.243648064977606,5,5,2,1.5788005,1.699620289997256,2,False,"before(at_4_0,before(at_11_1,pick_every_blue_square_item_at_11_1))",False,False,False
task6.json340,3,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",5.979664,5.633428864006419,0.41832187899854034,3,3,2,0.179425,0.2787298884941265,2,False,eventually(pick_one_blue_square_item_at_3_1),False,False,False
task6.json341,3,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.083916,5.738462836001418,0.4917692589951912,3,3,1,0.034392,0.27144370500172954,1,False,eventually(pick_one_blue_square_item_at_3_1),False,False,False
task6.json342,3,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.247727,5.847711950002122,0.4718111609836342,3,3,1,0.034066,0.3261629110056674,1,False,"before(at_1_2,pick_one_blue_square_item_at_3_1)",False,False,False
task6.json360,3,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",14.214951,13.86917582899332,1.0899198640108807,3,3,2,0.1720845,0.27231865951034706,2,False,eventually(pick_one_blue_square_item_at_3_1),False,False,False
task6.json361,3,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",14.377274,14.025346983005875,1.0998822089895839,3,3,1,0.030524,0.27767686199513264,1,False,eventually(pick_every_blue_square_item_at_3_1),False,False,False
task6.json362,3,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",16.388343,15.06444967900461,1.7867335509945406,3,3,1,0.036243,1.2500862309971126,1,False,"before(at_1_2,before(at_3_1,pick_every_blue_square_item_at_3_1))",False,False,False
task6.json540,5,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.793437,6.446134685000288,0.6766820039920276,5,5,3,0.6427823333333332,0.6805354079988319,3,False,"before(at_1_2,pick_every_blue_square_item_at_3_1)",False,False,False
task6.json541,5,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.882746,6.515843151995796,0.711507605999941,5,5,1,0.045835,0.29243134599528275,1,False,eventually(pick_one_blue_square_item_at_3_1),False,False,False
task6.json542,5,4,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",6.778499,6.410103829999571,0.6975208970252424,5,5,3,0.22756800000000002,0.2812603749965395,3,False,eventually(pick_every_blue_square_item_at_3_1),False,False,False
task6.json560,5,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",26.684851,17.24126173199329,3.0278387510188622,4,6,1,0.039072,9.36908762800158,1,False,"before(at_1_2,before(at_3_1,pick_one_x_x_item_at_3_1))",False,False,False
task6.json561,5,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",16.249914,15.816346576000797,2.0867652830056613,5,5,1,0.048805,0.35954293599934317,1,False,"before(at_1_2,before(at_3_1,pick_every_blue_square_item_at_3_1))",False,False,False
task6.json562,5,6,"get one item from [1,2] and one from [3,1] and in the process never step on a water tile","and(until(at_dry,pick_one_x_x_item_at_3_1), before(pick_one_x_triangle_item_at_1_2,pick_one_x_x_item_at_3_1))",16.134274,15.788591196003836,2.0749013949825894,5,5,3,0.24666233333333332,0.29251296100361895,3,False,"before(at_1_2,before(at_3_1,pick_every_blue_square_item_at_3_1))",False,False,False
task7.json340,3,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",12.160126,1.828755556998658,0.19570670399116352,2,4,1,0.027255,10.263174762003473,1,False,"before(at_5_4,pick_two_x_x_item_at_7_4)",False,False,False
task7.json341,3,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",11.791136,1.8223727659933502,0.19445923798775766,2,4,1,0.025504,9.90030135800771,1,False,"before(at_5_4,pick_two_x_x_item_at_7_4)",False,False,False
task7.json342,3,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",11.747283,1.8235992060072022,0.19793532001494896,2,4,1,0.031583,9.855318642003112,1,False,"before(at_4_4,pick_two_x_x_item_at_7_4)",False,False,False
task7.json360,3,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",13.865468,3.736118995002471,0.5740136499953223,2,4,1,0.027406,10.060879757991643,1,False,"before(neg(at_7_4),pick_two_x_x_item_at_7_4)",False,False,False
task7.json361,3,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",14.23876,3.8751919049973367,0.7124399279855425,2,4,1,0.028067,10.295016521995421,1,False,"before(neg(at_7_4),pick_two_x_x_item_at_7_4)",False,False,False
task7.json362,3,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",13.910928,3.775412323011551,0.6197313519951422,2,4,1,0.028516,10.066923485006555,1,False,eventually(pick_two_x_x_item_at_7_4),False,False,False
task7.json540,5,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",12.964203,2.545888783992268,0.36529509499087,4,7,2,0.634047,5.770165180001641,2,False,"before(at_dry,pick_two_x_x_item_at_7_4)",False,False,False
task7.json541,5,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",12.335467,2.319071776000783,0.3089134059700882,4,6,3,0.2718933333333333,3.5460509866728294,3,False,"before(at_5_4,pick_two_x_x_item_at_7_4)",False,False,False
task7.json542,5,4,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",12.341323,2.3637444659980247,0.3166695609834278,4,6,2,3.9874635,8.899327636507223,2,False,eventually(pick_two_x_x_item_at_7_4),False,False,False
task7.json560,5,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",5.02194,4.67904688300041,0.8895964399998775,5,7,2,0.200767,0.29825800400431035,2,False,"before(at_5_4,pick_two_x_x_item_at_7_4)",False,False,False
task7.json561,5,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",15.765061,4.77925728300761,0.9739374439959647,4,7,2,0.741563,6.161845513503067,2,False,"before(neg(at_7_4),pick_two_x_x_item_at_7_4)",False,False,False
task7.json562,5,6,"get one green and one blue item from [7,4]","and(eventually(pick_one_blue_x_item_at_7_4),eventually(pick_one_green_x_item_at_7_4))",14.133778,4.292651205003494,0.7574052279815078,4,6,1,0.038143,9.772581151992199,1,False,"before(at_5_4,pick_two_x_x_item_at_7_4)",False,False,False
task8.json340,3,4,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",1.038274,0.6597052500001155,0.07506733300397173,3,3,2,0.7669275,0.886030406509235,2,False,"before(at_0_3,at_5_4)",False,False,False
task8.json341,3,4,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",1.113835,0.7403387410013238,0.11704902099154424,3,4,1,0.029512,0.297853578987997,1,False,"before(at_4_3,at_5_4)",False,False,False
task8.json342,3,4,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",1.041747,0.6678664259961806,0.08326767501421273,3,3,2,0.738495,0.854363469996315,2,False,"before(at_0_4,at_5_4)",False,False,False
task8.json360,3,6,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",2.345085,1.9669692859897623,0.19825921098527033,3,3,1,0.032845,0.30228639200504404,1,False,eventually(at_5_4),False,False,False
task8.json361,3,6,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",2.339011,1.9673665099981008,0.20784108199586626,3,3,1,0.031262,0.2957621320092585,1,False,eventually(at_5_4),False,False,False
task8.json362,3,6,"reach [5,4] by only by going through the water","until(neg(at_dry),at_5_4)",2.373384,1.9931166879978264,0.22444426399306394,3,3,1,0.028325,0.30469358900154475,1,False,eventually(at_5_4),False,False,False
